H10E_onMeter_1,H10E_onMeter_2,H10E_onMeter_3,H10E_onMeter_4,H10E_onMeter_5,H10E_onMeter_6,H10E_onMeter_7,H10E_onMeter_8
0.0,0.0,0.0,1800.0,1233.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1285.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1250.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1341.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1256.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1332.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1265.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1299.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1248.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1316.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1246.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1354.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1270.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1239.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1327.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1271.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1246.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1295.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1174.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1272.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1284.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1166.0,200.0,200.0,1800.0
0.0,0.0,0.0,1799.0,1202.0,200.0,200.0,1800.0
